Article Name,Topic,Functions Spanned,Live Link
HubSpot-Salesforce Connector Package v3.0.1 | Frequently Asked Questions,Salesforce,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Email,https://knowledge.hubspot.com/salesforce/hubspot-salesforce-connector-package-v3-faq
Import Salesforce records,Salesforce,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Data Sync; Imports,https://knowledge.hubspot.com/salesforce/import-salesforce-records
Install the HubSpot-Salesforce integration,Salesforce,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/salesforce/install-the-hubspot-salesforce-integration
Manage your Salesforce integration settings,Salesforce,Users; Ai; Workflow; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Tickets,https://knowledge.hubspot.com/salesforce/manage-your-salesforce-integration-settings
Manually sync records to Salesforce,Salesforce,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records; Email,https://knowledge.hubspot.com/salesforce/manually-sync-records-to-salesforce
Map HubSpot properties to Salesforce fields,Salesforce,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records; Properties,https://knowledge.hubspot.com/salesforce/map-hubspot-properties-to-salesforce-fields
Resolve Salesforce integration suspension errors,Salesforce,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Ads,https://knowledge.hubspot.com/salesforce/resolve-salesforce-integration-suspension-errors
Manage Salesforce integration API calls and sync errors,Salesforce,Permissions; Users; Ai; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Companies; Records; Properties,https://knowledge.hubspot.com/salesforce/resolve-salesforce-integration-sync-errors
Understand sync triggers between HubSpot and Salesforce,Salesforce,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records; Email,https://knowledge.hubspot.com/salesforce/salesforce-integration-sync-triggers
Sync custom objects between HubSpot and Salesforce,Salesforce,Teams; Users; Ai; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Associations,https://knowledge.hubspot.com/salesforce/set-up-and-use-salesforce-custom-object-sync
Sync activities and tasks between HubSpot and Salesforce,Salesforce,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Associations; Deduplicate,https://knowledge.hubspot.com/salesforce/sync-activities-and-tasks-between-hubspot-and-salesforce
Sync Salesforce accounts to HubSpot,Salesforce,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Records; Deduplicate,https://knowledge.hubspot.com/salesforce/sync-salesforce-accounts-to-hubspot
Sync Salesforce opportunities to HubSpot,Salesforce,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records,https://knowledge.hubspot.com/salesforce/sync-salesforce-opportunities-to-hubspot
Use the HubSpot Sales Chrome extension across the web,Salesforce,Permissions; Users; Breeze; Ai; Delays; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/salesforce/use-the-hubspot-sales-chrome-extension-in-salesforce
"Build lead scores to qualify contacts, companies, and deals",Scoring,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records,https://knowledge.hubspot.com/scoring/build-lead-scores
Build contact lead scores with AI,Scoring,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Properties; Email,https://knowledge.hubspot.com/scoring/build-lead-scores-with-ai
View lead score history and performance,Scoring,Users; Ai; Workflow; Workflows; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/scoring/lead-score-history-and-performance
"Edit, turn off, or delete lead scores",Scoring,Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/scoring/manage-lead-scores
Score leads based on high-impact web page conversions,Scoring,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records,https://knowledge.hubspot.com/scoring/score-leads-based-on-high-impact-web-page-conversions
Test records in lead and health scores,Scoring,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Email,https://knowledge.hubspot.com/scoring/test-records-in-scoring-tools
Understand the lead scoring tool,Scoring,Teams; Users; Ai; Workflow; Workflows; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/scoring/understand-the-lead-scoring-tool
Add records to or remove records from a segment,Segments,Permissions; Users; Ai; Workflow; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/segments/add-or-remove-contacts-from-a-list
Create segments from contact engagement tiers and clusters,Segments,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Marketing Email,https://knowledge.hubspot.com/segments/ai-segment-explorer
Analyze an individual segment,Segments,Users; Ai; Workflow; Workflows; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records,https://knowledge.hubspot.com/segments/analyze-individual-segment-performance
Analyze all segments,Segments,Users; Ai; Workflow; Workflows; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/segments/analyze-segments
Change the type of a segment,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Lists; Email,https://knowledge.hubspot.com/segments/change-list-type
Convert index page views to segments,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Lists; Email,https://knowledge.hubspot.com/segments/convert-index-page-views-to-lists
Split a segment,Segments,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Lists; Campaigns,https://knowledge.hubspot.com/segments/create-a-random-split-list
Create a random sample from a segment,Segments,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Lists; Email,https://knowledge.hubspot.com/segments/create-a-sample-from-a-list
Create segments,Segments,Permissions; Teams; Users; Breeze; Ai; Workflow; Enrollment; Subscriptions; Products; Blog; Cms; Content,https://knowledge.hubspot.com/segments/create-active-or-static-lists
Create and use segment properties,Segments,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Properties; Lists,https://knowledge.hubspot.com/segments/create-and-use-list-properties
Create lookalike segments,Segments,Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Lists,https://knowledge.hubspot.com/segments/create-lookalike-lists
Create personalized content from segments,Segments,Users; Breeze; Ai; Content Remix; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Lists; Email,https://knowledge.hubspot.com/segments/create-personalized-content-from-lists
Create web visitor segments,Segments,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Properties; Ctas; Email; Create web visitor segments,https://knowledge.hubspot.com/segments/create-web-visitor-segments
Determine filter criteria,Segments,Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content; Website Pages,https://knowledge.hubspot.com/segments/determine-filter-criteria
"Difference between AND vs OR logic in segments, workflows, lead scoring, and reports",Segments,Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/segments/difference-between-and-vs-or-logic-in-lists-and-workflows
"Edit, use, or delete segments",Segments,Permissions; Teams; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/segments/edit-or-delete-lists
Exclude records from segments,Segments,Domains; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Lists,https://knowledge.hubspot.com/segments/exclude-records-from-an-active-list
Export segments,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Associations,https://knowledge.hubspot.com/segments/export-your-lists
Combine segments,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Records; Lists; Email,https://knowledge.hubspot.com/segments/how-do-i-combine-lists
Organize segments into folders,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Lists; Email; Create a segment folder; View and manage segment folders,https://knowledge.hubspot.com/segments/how-do-i-create-a-folder-for-my-lists
Customize segment columns,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Deals; Properties; Lists,https://knowledge.hubspot.com/segments/how-to-customize-list-columns
Test if records match segment criteria,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Lists; Email,https://knowledge.hubspot.com/segments/how-to-test-contacts-in-lists
Manage user and team access to segments,Segments,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Lists; Email; Manage view and edit access for existing segments,https://knowledge.hubspot.com/segments/manage-access-to-lists
Review expected email engagement for contacts in segments,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts; Email; Marketing Email,https://knowledge.hubspot.com/segments/review-segment-predicted-email-recipients-and-engagement
View and compare segment versions,Segments,Permissions; Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Lists,https://knowledge.hubspot.com/segments/review-your-lists-filter-history
Access insights and AI recommendations for all segments,Segments,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Lists; Ads; Email,https://knowledge.hubspot.com/segments/segments-overview
Set up segment notifications,Segments,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Records; Lists; Email,https://knowledge.hubspot.com/segments/set-up-list-notifications
Troubleshoot segments,Segments,Users; Ai; Workflow; Workflows; Delays; Enrollment; Subscriptions; Products; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/segments/troubleshoot-lists
Use AI to generate filters and descriptions in segments,Segments,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Properties; Lists; Email,https://knowledge.hubspot.com/segments/use-ai-assistants-in-lists
Use segments in the HubSpot mobile app,Segments,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Properties; Lists; Email,https://knowledge.hubspot.com/segments/use-lists-in-the-hubspot-mobile-app
Filter segments and manage segment views,Segments,Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Lists; Duplicate,https://knowledge.hubspot.com/segments/view-and-filter-lists
Review segment membership history,Segments,Users; Ai; Workflow; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Records; Lists; Email,https://knowledge.hubspot.com/segments/view-segment-membership-history
Understand ways to group records in HubSpot,Segments,Users; Ai; Workflow; Workflows; Invoices; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/segments/what-is-the-difference-between-saved-filters-smart-lists-and-static-lists
Analyze SEO performance,Seo,Users; Ai; Subscriptions; Blog; Cms; Content; Website Pages; Knowledge Base; Properties; Email; Analytics; Set up the Google Search Console integration,https://knowledge.hubspot.com/seo/analyze-seo-performance
Attach content to a topic,Seo,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email,https://knowledge.hubspot.com/seo/attach-your-content-to-a-topic
Create topics for SEO strategy,Seo,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Knowledge Base; Duplicate; Email; Forms; Create a new topic,https://knowledge.hubspot.com/seo/automatically-link-subtopic-content-to-your-pillar-page
Create topics for SEO strategy,Seo,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Knowledge Base; Duplicate; Email; Forms; Create a new topic,https://knowledge.hubspot.com/seo/create-topics-for-your-seo-strategy
Prevent content from appearing in search results,Seo,Domains; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email,https://knowledge.hubspot.com/seo/prevent-content-from-appearing-in-search-results
Set canonical URLs for duplicate content,Seo,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Duplicate; Email,https://knowledge.hubspot.com/seo/set-canonical-urls-for-duplicate-content
Set up and analyze AEO,Seo,Domains; Permissions; Users; Ai; Agents; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Companies,https://knowledge.hubspot.com/seo/set-up-and-analyze-ai-visibility
Understand SEO crawling errors,Seo,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email,https://knowledge.hubspot.com/seo/understand-seo-crawling-errors
Understand SEO recommendations,Seo,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Lists; Duplicate; Email,https://knowledge.hubspot.com/seo/understand-seo-recommendations
Use the site speed dashboard,Seo,Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Forms; Reports; Analyze domain or page performance,https://knowledge.hubspot.com/seo/use-the-site-speed-dashboard
Validate an external URL in the SEO tool,Seo,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/seo/validate-an-external-url-in-the-seo-tool
View SEO recommendations in HubSpot,Seo,Domains; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Ads,https://knowledge.hubspot.com/seo/view-seo-recommendations-in-hubspot
Analyze sequence enrollment and performance data,Sequences,Permissions; Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals,https://knowledge.hubspot.com/sequences/analyze-sequence-enrollment-and-performance-data
A/B test your sequence emails,Sequences,Users; Ai; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Lists; Email,https://knowledge.hubspot.com/sequences/automate-a-b-testing-emails-with-sequences
Complete your sequence tasks,Sequences,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Sequences; Tasks,https://knowledge.hubspot.com/sequences/complete-your-sequence-tasks
Create an email thread in a sequence,Sequences,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Ads; Email; Sequences; Inbox,https://knowledge.hubspot.com/sequences/create-an-email-thread-with-your-sequence
Create and edit dynamic sequences,Sequences,Permissions; Users; Ai; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies,https://knowledge.hubspot.com/sequences/create-and-edit-dynamic-sequences
Create and edit sequences,Sequences,Permissions; Users; Ai; Workflow; Workflows; Delays; Enrollment; Automation; Subscriptions; Blog; Cms; Content,https://knowledge.hubspot.com/sequences/create-and-edit-sequences
Edit an active sequence,Sequences,Users; Ai; Delays; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Sequences,https://knowledge.hubspot.com/sequences/edit-an-active-sequence
Enroll and unenroll contacts in sequences using workflows,Sequences,Teams; Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/sequences/enroll-and-unenroll-contacts-in-sequences-using-workflows
Enroll contacts in a sequence,Sequences,Permissions; Users; Ai; Workflow; Workflows; Delays; Enrollment; Automation; Subscriptions; Blog; Cms; Content,https://knowledge.hubspot.com/sequences/enroll-contacts-in-a-sequence
Manage the contacts enrolled in your sequence,Sequences,Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Properties; Lists; Email,https://knowledge.hubspot.com/sequences/how-can-i-re-enroll-a-contact-in-a-sequence
Manage the contacts enrolled in your sequence,Sequences,Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Properties; Lists; Email,https://knowledge.hubspot.com/sequences/monitor-the-contacts-enrolled-in-your-sequence
Pause or resume your sequences,Sequences,Teams; Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Email,https://knowledge.hubspot.com/sequences/pause-or-resume-your-sequences
Review and manage your scheduled sequence emails,Sequences,Permissions; Teams; Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email,https://knowledge.hubspot.com/sequences/review-and-manage-your-scheduled-sequence-emails
Troubleshoot sequence enrollment issues,Sequences,Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Sequences; Inbox,https://knowledge.hubspot.com/sequences/sequences-error-contact-cant-be-enrolled-in-this-sequence
Share sales content with users and teams,Sequences,Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Playbooks; Sequences; Templates,https://knowledge.hubspot.com/sequences/share-sales-content-with-users-and-teams
Understand your sequences sender score,Sequences,Permissions; Users; Ai; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Reports,https://knowledge.hubspot.com/sequences/understand-your-sequences-sender-score
Unenroll contacts from a sequence,Sequences,Users; Ai; Workflow; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records,https://knowledge.hubspot.com/sequences/unenroll-from-sequence
Use sequences in the HubSpot mobile app,Sequences,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Records; Email; Sequences,https://knowledge.hubspot.com/sequences/use-sequences-in-the-hubspot-mobile-app
Add HubSpot users,Settings,Permissions; Teams; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Properties; Associations,https://knowledge.hubspot.com/settings/add-and-remove-users
Create tracking URLs,Settings,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email; Marketing Email,https://knowledge.hubspot.com/settings/how-do-i-create-a-tracking-url
Set up user notifications in HubSpot,Settings,Permissions; Users; Breeze; Ai; Workflow; Workflows; Enrollment; Payments; Invoices; Subscriptions; Quotes; Products,https://knowledge.hubspot.com/settings/how-to-set-up-user-notifications-in-hubspot
HubSpot user permissions guide,Settings,Account Settings; Domains; Permissions; Teams; Users; Breeze; Ai; Agents; Content Remix; Workflow; Workflows; Enrollment,https://knowledge.hubspot.com/settings/hubspot-user-permissions-guide
Analyze SMS performance,Sms,Users; Breeze; Ai; Workflow; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Campaigns; Email,https://knowledge.hubspot.com/sms/analyze-sms-performance
Manage SMS subscription consent,Sms,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Manage opt-in status for individual contacts,https://knowledge.hubspot.com/sms/collect-and-manage-consent-to-send-sms-messages
Create and send SMS messages in HubSpot,Sms,Users; Breeze; Ai; Workflow; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Properties; Campaigns,https://knowledge.hubspot.com/sms/create-and-send-sms-messages
Improve SMS performance,Sms,Domains; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Manage branded links,https://knowledge.hubspot.com/sms/improve-sms-performance
Send SMS messages in the conversations inbox,Sms,Users; Ai; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Conversations Inbox,https://knowledge.hubspot.com/sms/manage-and-reply-to-marketing-sms-messages-in-your-conversations-inbox
Set up SMS messaging for marketing communications,Sms,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Operations; Campaigns; Email; Forms,https://knowledge.hubspot.com/sms/register-your-business-to-send-sms-messages-in-hubspot
Filter SMS messages that use AI content,Sms,Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Filter for messages that use AI content; Create a custom AI filter,https://knowledge.hubspot.com/sms/review-and-filter-sms-messages-based-on-ai-content
Send automated SMS messages using workflows,Sms,Users; Ai; Workflow; Workflows; Enrollment; Automation; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts,https://knowledge.hubspot.com/sms/send-automated-sms-messages-using-workflows
Set up SMS messaging for marketing communications,Sms,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Operations; Campaigns; Email; Forms,https://knowledge.hubspot.com/sms/set-up-sms-messaging
Understand bot filtering in SMS analytics,Sms,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Campaigns; Email; Forms; Analytics,https://knowledge.hubspot.com/sms/understand-bot-filtering-in-sms-analytics
Understand message segments for SMS,Sms,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email,https://knowledge.hubspot.com/sms/understand-message-segments-for-sms
Understand SMS quiet hours,Sms,Users; Ai; Workflow; Workflows; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email,https://knowledge.hubspot.com/sms/understand-sms-quiet-hours
Analyze social media performance,Social,Account Settings; Permissions; Teams; Users; Ai; Delays; Enrollment; Subscriptions; Blog; Cms; Content; Knowledge Base,https://knowledge.hubspot.com/social/analyze-social-post-performance
Analyze social reports,Social,Account Settings; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Lists; Campaigns,https://knowledge.hubspot.com/social/analyze-social-reports
Boost your Facebook social posts in HubSpot,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Ads; Email; Social; Create an ad from your Facebook post,https://knowledge.hubspot.com/social/boost-your-facebook-social-posts-in-hubspot
Bulk upload and schedule social posts,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Ads; Campaigns; Email; Social; Prepare your bulk scheduling import file,https://knowledge.hubspot.com/social/bulk-upload-and-schedule-social-posts
Can't connect Instagram Business Account to HubSpot,Social,Account Settings; Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Manage user access,https://knowledge.hubspot.com/social/cant-connect-instagram-business-account-to-hubspot
Configure your website's robots.txt and image meta tags for social post link previews,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Website Pages; Knowledge Base; Email; Forms; Social,https://knowledge.hubspot.com/social/configure-your-websites-robots.txt-and-image-meta-tags-for-social-post-link-previews
Connect your Bitly account to HubSpot,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Connect a Bitly account to HubSpot,https://knowledge.hubspot.com/social/connect-your-bitly-account-to-hubspot
Connect your social media accounts to HubSpot,Social,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Analytics,https://knowledge.hubspot.com/social/connect-your-social-media-accounts-to-hubspot
Create a custom social publishing schedule,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Campaigns; Email; Social; Analyze and filter your published social posts; Set up your custom social publishing schedule,https://knowledge.hubspot.com/social/create-a-custom-social-publishing-schedule
Create and monitor X feeds,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Lists; Email; Social; Create a new X keyword feed,https://knowledge.hubspot.com/social/create-and-monitor-twitter-streams
Create and publish Facebook posts or stories,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Duplicate; Email; Social; Analytics; Create a Facebook post or story,https://knowledge.hubspot.com/social/create-and-publish-facebook-posts-or-stories
"Create and publish Instagram posts, reels, or stories",Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Duplicate; Email; Social; Reports; Create Instagram posts,https://knowledge.hubspot.com/social/create-and-publish-instagram-reels
"Create and publish LinkedIn media, poll, and document posts",Social,"Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Duplicate; Email; Social; Create and publish LinkedIn media, poll, and document posts",https://knowledge.hubspot.com/social/create-and-publish-linkedin-posts
Create and publish Reddit social posts,Social,Permissions; Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Reports,https://knowledge.hubspot.com/social/create-and-publish-reddit-posts
Create and publish social posts,Social,Permissions; Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Duplicate; Campaigns; Email,https://knowledge.hubspot.com/social/create-and-publish-social-posts
Create and publish TikTok social posts,Social,Permissions; Users; Breeze; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Analytics,https://knowledge.hubspot.com/social/create-and-publish-tiktok-social-posts
Limit access to social post publishing,Social,Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Campaigns; Email; Social,https://knowledge.hubspot.com/social/create-and-schedule-draft-social-posts
Associate contacts with social interactions,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Companies; Deals; Records,https://knowledge.hubspot.com/social/create-new-contacts-from-social-interactions
Create social posts with AI,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Create social posts with AI,https://knowledge.hubspot.com/social/create-social-posts-with-ai
Create video clips directly from the social tool,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/create-video-clips-directly-from-the-social-tool
Reauthorize or disconnect social accounts from HubSpot,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/disconnect-social-accounts-from-hubspot
Export social post data,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Inbox; Export social post data,https://knowledge.hubspot.com/social/export-social-post-data
Troubleshoot link previews in social posts,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Landing Pages; Website Pages; Knowledge Base; Email; Forms; Social,https://knowledge.hubspot.com/social/featured-image-not-displaying-correctly-in-social-preview
Change featured image in X social posts,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/how-to-change-the-featured-image-in-twitter-social-posts
Manage and review your social posts,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Campaigns; Email; Forms; Social,https://knowledge.hubspot.com/social/how-to-edit-social-posts
Image and video requirements for social posts,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/image-size-requirements-for-social-posts
Install and use the HubSpot Social Chrome extension,Social,Permissions; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Duplicate; Email; Social; Select the HubSpot account to use with the extension,https://knowledge.hubspot.com/social/install-and-use-the-hubspot-social-chrome-extension
Link shortening in social posts,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social,https://knowledge.hubspot.com/social/link-shortening-in-social-posts
Review and reply to Instagram direct messages,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Contacts; Email; Forms; Social; Inbox,https://knowledge.hubspot.com/social/manage-social-direct-messages
Manage your social account settings,Social,Account Settings; Permissions; Teams; Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Marketing Email,https://knowledge.hubspot.com/social/manage-your-social-account-settings
Manage your social publishing schedule on the social calendar,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Knowledge Base; Email; Social; Review and manage social posts on the calendar view,https://knowledge.hubspot.com/social/manage-your-social-publishing-schedule-with-social-calendar
Set up and analyze social insights,Social,Permissions; Users; Ai; Subscriptions; Products; Blog; Cms; Content; Knowledge Base; Email; Social; Reports,https://knowledge.hubspot.com/social/monitor-social-insights
Monitor your social posts in the HubSpot mobile app,Social,Users; Ai; Subscriptions; Blog; Cms; Content; Website Pages; Knowledge Base; Email; Social; Manage your social replies,https://knowledge.hubspot.com/social/monitor-social-posts-in-the-hubspot-mobile-app
